_id,first_name,last_name,active,turned_pro,retired,country,country_yr,prev_country,prev_country_yr,dob,right_handed,backhand,cm,ft,coaches,preferred_surface,age_started,career_high,date,pm_USD,titles,win,loss,gladiator,headshot,ao_round,ao_years,rg_round,rg_years,w_round,w_years,uso_round,uso_years,finals_round,finals_years,olympics_round,olympics_years,wct_round,wct_years,gs_cup_round,gs_cup_years,davis_round,davis_years,hopman_round,hopman_years
g436,Marc,Gicquel,false,1999,2014,FRA,,,,1977-03-30,true,2,188,6'2",[Thierry Ascione],,,37,2008-09-08,2513519,0,92,113,false,true,3rd round,[2008],3rd round,[2009],3rd round,[2008],4th round,[2006],,,,,,,,,,,,
g476,Guillermo,Garcia-Lopez,false,2002,2021,ESP,,,,1983-06-04,true,1,185,6'1",[Juan Manuel Esparcia],,7,23,2011-02-21,8452004,5,297,354,true,true,4th round,[2015],4th round,[2014],3rd round,[2008],3rd round,[2015],,,,,,,,,,,,
g569,Robby,Ginepri,false,2001,2015,USA,,,,1982-10-07,true,2,183,6'0",[Jay Bosworth],[hard],6,15,2002-12-26,3897123,3,188,204,false,true,4th round,[2004],4th round,[2008:2010],4th round,[2004],Semifinals,[2005],,,1st round,[2008],,,,,,,,
g585,Maximo,Gonzalez,true,2002,,ARG,,,,1983-07-20,true,2,173,5'8",[Martin Rodriguez:Cristian Genessio],[clay],4,10,2023-09-11,2760169,18,234,181,true,true,1st round,[2015],3rd round,[2009],1st round,[2009:2010:2011],2nd round,[2009:2013],,,,,,,,,,,,
g628,Richard,Gasquet,true,2002,,FRA,,,,1986-06-18,true,1,183,6'0",[Julien Cassaigne],[clay],4,7,2007-07-09,20837419,16,603,394,true,true,4th round,[2007:2008:2012:2013],Quarterfinals,[2016],Semifinals,[2007:2015],Semifinals,[2013],Round robin,[2007:2013],2nd round,[2012],,,Win,[2017],,,,
g637,Axel,Geuer,false,1968,1969,FRG,,,,,,,,,,,,,,0,0,3,3,false,false,,,,,,,,,,,,,,,,,,,,
g681,Teymuraz,Gabashvili,true,2001,,RUS,,,,1985-05-23,true,2,185,6'1",,[hard],6,43,2016-02-01,4231460,0,116,199,true,true,3rd round,[2014],4th round,[2010:2015],2nd round,[2010],3rd round,[2014],,,1st round,[2016],,,,,Quarterfinals,[2009:2010],,
g710,Marcel,Granollers,true,2003,,ESP,,,,1986-04-12,true,2,191,6'3",[Victor Carceller],[clay],5,19,2012-07-23,13310934,4,202,250,true,true,2nd round,[2009:2010:2012:2013:2015:2016],4th round,[2012:2014:2016],2nd round,[2009:2010:2014:2015:2016:2019],4th round,[2013],,,,,,,,,Win,[2008:2011:2019],,
g725,Santiago,Giraldo,false,2004,2020,COL,,,,1987-11-27,true,2,188,6'2",[Felipe Beron],[hard],2,28,2014-09-29,4541251,0,168,205,true,true,2nd round,[2010:2011:2012:2015:2016],3rd round,[2012],3rd round,[2014:2015],2nd round,[2017],,,,,,,,,,,,
g858,Ernests,Gulbis,false,2004,,LAT,,,,1988-08-30,true,2,191,6'3",[Pjotrs Necajevs],,5,10,2014-06-09,7668948,6,248,239,true,true,3rd round,[2020],Semifinals,[2014],4th round,[2018],4th round,[2007],,,1st round,[2008],,,,,,,,
g967,Peter,Gojowczyk,false,2006,2023,GER,,,,1989-07-15,true,2,188,6'2",[Kristoffer Schimpf],[hard],4,39,2018-06-25,3771631,1,75,99,true,true,2nd round,[2018:2020],1st round,[2018:2019:2021:2022],2nd round,[2017],4th round,[2021],,,,,,,,,Semifinals,[2021],,
ga36,Emilio,Gomez,true,2013,,ECU,,,,1991-11-28,true,2,185,6'1",[Andres Schneiter],[clay],6,90,2023-02-27,1049271,0,23,30,true,true,1st round,[2022],1st round,[2020],,,,,,,,,,,,,,,,
ga94,Prajnesh,Gunneswaran,true,2010,,IND,,,,1989-11-12,false,2,188,6'2",[Bastian Suwanprateep],[hard],7,75,2019-04-22,959286,0,11,28,true,true,1st round,[2019:2020],1st round,[2019],1st round,[2019],1st round,[2019],,,,,,,,,,,,
gb88,David,Goffin,true,2009,,BEL,,,,1990-12-07,true,2,180,5'11",[Germain Gigounon],[hard],6,7,2017-11-20,17139968,6,330,241,true,true,Quarterfinals,[2017],Quarterfinals,[2016],Quarterfinals,[2019:2022],4th round,[2017:2018:2019:2020],Final,[2017],3rd round,[2016],,,,,Final,[2015:2017],Round robin,[2018]
gb93,Norbert,Gombos,true,2009,,SVK,,,,1990-08-13,true,2,193,6'4",[Tibor Toth],[clay],8,80,2017-10-02,2230652,0,28,59,true,true,2nd round,[2022],3rd round,[2020],1st round,[2017:2018:2021],2nd round,[2020],,,,,,,,,,,,
gc88,Marcos,Giron,true,2014,,USA,,,,1993-07-24,true,2,180,5'11",[Karue Sell:Maxime Tabatruong],[hard],6,44,2024-02-19,3925835,0,85,99,true,true,1st round,[2020:2021:2022:2023:2024],3rd round,[2021:2023],2nd round,[2021:2022:2023],2nd round,[2020:2021],,,2nd round,[2021],,,,,,,,
gc89,Egor,Gerasimov,true,2010,,BLR,,,,1992-11-11,true,2,196,6'5",,[hard],6,65,2020-02-24,2030754,0,63,59,false,true,2nd round,[2020:2021],1st round,[2020:2021],2nd round,[2021],2nd round,[2019:2020],,,2nd round,[2021],,,,,,,,
gd64,Cristian,Garin,true,2011,,CHI,,,,1996-05-30,true,2,185,6'1",[Andres Schneiter],[hard],5,17,2021-09-13,5742713,5,121,115,true,true,3rd round,[2022],4th round,[2021],Quarterfinals,[2022],2nd round,[2019:2020:2021:2022],,,,,,,,,,,,
ge33,Daniel Elahi,Galan,true,2015,,COL,,,,1996-06-18,true,2,191,6'3",[Santos Galan],,,56,2023-07-17,2482378,0,47,62,true,true,2nd round,[2024],3rd round,[2020],4th round,[2023],3rd round,[2022],,,2nd round,[2020],,,,,,,,
gf95,Hugo,Grenier,true,2013,,FRA,,,,1996-03-23,true,2,196,6'5",[Gerard Solves],,,95,2022-09-12,1003167,0,7,14,false,true,2nd round,[2024],1st round,[2023],2nd round,[2022],2nd round,[2022],,,,,,,,,,,,
gh92,Borna,Gojo,true,2020,,CRO,,,,1998-02-27,true,2,196,6'5",[Duje Delic],,,72,2023-11-20,1120870,0,19,22,true,true,,,2nd round,[2022],1st round,[2023],4th round,[2023],,,,,,,,,Final,[2021],,
gj37,Tallon,Griekspoor,true,2015,,NED,,,,1996-07-02,true,2,188,6'2",[Kristof Vliegen],[clay],7,21,2023-11-06,3711901,2,69,70,true,true,3rd round,[2023:2024],2nd round,[2022:2023],2nd round,[2022],2nd round,[2021],,,,,,,,,,,,
gk06,Alexis,Galarneau,true,,,CAN,,,,1999-03-02,true,2,180,5'11",[Gary Muller],[hard],8,162,2023-07-24,257198,0,2,3,true,true,,,,,,,,,,,,,,,,,Win,[2022],,
h025,Jakob,Hlasek,false,1983,1996,SUI,,,,1964-11-12,true,1,188,6'2",[Ivo Werner],,,7,1989-04-17,5890993,5,432,329,false,true,3rd round,[1984:1985],Quarterfinals,[1991],4th round,[1987:1996],4th round,[1988:1996],Semifinals,[1988],Quarterfinals,[1984],Quarterfinals,[1989],Quarterfinals,[1991:1996],Final,[1992],Win,[1992]
h033,Chip,Hooper,false,,,USA,,,,1958-10-24,true,,198,6'6",,,,17,1982-04-19,479123,0,104,119,false,false,2nd round,[1983],4th round,[1982],3rd round,[1985],3rd round,[1982],,,,,,,,,,,,
h058,Bob,Hewitt,false,1958,1983,RSA,,,,1940-01-12,true,1,191,6'3",,,,32,1975-09-16,613837,10,298,176,false,false,Semifinals,[1960:1962:1963],4th round,[1961:1963:1964:1965:1967],Quarterfinals,[1962:1964:1966],Quarterfinals,[1967],Round robin,[1972],,,,,,,Win,[1974],,
h059,Milan,Holecek,false,1964,1976,TCH,,,,1943-10-23,true,,191,6'3",,,,71,1974-04-19,0,1,117,159,false,false,2nd round,[1974],4th round,[1967:1973],3rd round,[1969],4th round,[1971],,,,,,,,,,,,
h066,Jiri,Hrebec,false,,,TCH,,,,1950-09-19,true,,,,,,,25,1974-04-19,29559,4,185,178,false,false,,,3rd round,[1975:1977],4th round,[1972],2nd round,[1973:1974:1979],,,,,,,,,Final,[1975],,
h0bc,Lukas,Hellum-Lilleengen,true,2019,,NOR,,,,2000-11-15,true,2,180,5'11",[Thomas Finck],,7,1089,2022-08-29,31326,0,1,1,true,true,,,,,,,,,,,,,,,,,,,,
h0bh,Rinky,Hijikata,true,2021,,AUS,,,,2001-02-23,true,2,178,5'10",[Mark Draper],[hard],3,70,2023-10-16,1630131,0,18,20,true,true,2nd round,[2023],,,,,4th round,[2023],,,,,,,,,,,,
h127,Patrick,Hombergen,false,1965,1979,BEL,,,,1946-09-08,true,,,,,,,115,1973-09-13,0,0,41,51,false,false,2nd round,[1967],2nd round,[1969:1970:1971:1972],3rd round,[1972],,,,,,,,,,,,,,
h128,Paul,Hutchins,false,1962,1973,GBR,,,,1945-04-05,true,1,,,,,,,,0,0,19,32,false,true,3rd round,[1968],,,1st round,[1966:1967:1968:1969:1973],3rd round,[1968],,,,,,,,,,,,
h130,Bob,Howe,false,1949,1972,AUS,,,,1925-08-03,true,2,183,6'0",,,,,,0,0,11,23,false,false,Quarterfinals,[1958:1963],3rd round,[1957],4th round,[1956:1962:1965],4th round,[1957],,,,,,,,,,,,
h132,Lew,Hoad,false,1950,1973,AUS,,,,1934-11-23,true,1,179,5'11",,,,,,0,0,27,21,false,false,Win,[1956],Win,[1956],Win,[1956:1957],Final,[1956],,,,,,,,,Win,[1952:1953:1955:1956],,
h174,Richard,Hawkes,false,1962,1977,NZL,,,,1940-11-29,,,,,,,,318,1974-12-20,0,0,12,25,false,false,,,1st round,[1962:1968],,,1st round,[1969],,,,,,,,,,,,
h184,Detlev,Herdy,false,1968,1969,AUT,,,,1941-10-13,true,,,,,,,,,0,0,5,7,false,false,,,1st round,[1968],,,,,,,,,,,,,,,,
h223,Paul,Haarhuis,false,1989,2003,NED,,,,1966-02-19,true,2,188,6'2",[Alex Reynders],,,179,2000-01-10,7751962,1,267,258,false,true,3rd round,[1994],4th round,[1993],4th round,[1996],Quarterfinals,[1991],,,,,,,,,,,,
h336,Tim,Henman,false,1993,2007,GBR,,,,1974-09-06,true,1,185,6'1",[Paul Annacone],,3,4,2002-07-08,11635542,11,496,274,false,true,4th round,[2000:2001:2002],Semifinals,[2004],Semifinals,[1998:1999:2001:2002],Semifinals,[2004],Semifinals,[1998],2nd round,[1996],,,Semifinals,[1996],,,,
h355,Tommy,Haas,false,1996,2018,GER,,,,1978-04-03,true,1,188,6'2",[Christian Groh],,4,2,2002-05-13,13609987,15,569,338,,,Semifinals,[1999:2002:2007],Quarterfinals,[2013],Semifinals,[2009],Quarterfinals,[2004:2006:2007],,,Silver,[2000],,,Final,[1999],Semifinals,[2007],,
h432,Lleyton,Hewitt,false,1998,2016,AUS,,,,1981-02-24,true,2,178,5'10",[Tony Roche:Jaymon Crabb],[hard],3,1,2001-11-19,20889965,30,616,262,true,true,Final,[2005],Quarterfinals,[2001:2004],Win,[2002],Win,[2001],Win,[2001:2002],3rd round,[2012],,,,,Win,[1999:2003],Final,[2003]
h756,Robin,Haase,true,2005,,NED,,,,1987-04-06,true,2,191,6'3",[Raymond Knapp],[clay],2,33,2012-07-30,8315582,2,234,272,true,true,3rd round,[2011],2nd round,[2011:2012:2013:2014:2017],3rd round,[2011],2nd round,[2011:2015:2018],,,1st round,[2012:2016],,,,,,,,
h808,Harri,Heliovaara,true,2008,,FIN,,,,1989-06-04,true,2,188,6'2",[Boris Chernov],[hard],6,7,2023-06-12,1302710,4,112,73,true,true,,,,,,,,,,,,,,,,,,,,
h940,Ryan,Harrison,false,2007,2024,USA,,,,1992-05-07,true,2,185,6'1",[Davide Sanguinetti],,,40,2017-07-17,4814670,1,118,159,true,true,3rd round,[2018],2nd round,[2013],2nd round,[2011:2012:2017:2018],3rd round,[2016],,,1st round,[2012],,,,,Semifinals,[2012:2018],,
h996,Pierre-Hugues,Herbert,true,2010,,FRA,,,,1991-03-18,true,2,188,6'2",[Jean Roch Herbert],[clay],3,36,2019-02-11,9298405,0,100,124,true,true,3rd round,[2016:2019],3rd round,[2018],3rd round,[2016],2nd round,[2018],,,,,,,,,Win,[2017],,
h997,Yannick,Hanfmann,true,2015,,GER,,,,1991-11-13,true,2,193,6'4",[Juan Pablo Brzezicki],,,45,2023-07-03,2608162,0,59,65,true,true,2nd round,[2022],2nd round,[2023],1st round,[2021:2023],1st round,[2018:2021:2023],,,,,,,,,,,,
ha28,Filip,Horansky,true,2012,,SVK,,,,1993-01-07,true,2,191,6'3",[Karol Kucera],,,161,2019-05-20,563522,0,2,9,false,true,,,,,,,,,,,,,,,,,,,,
hb71,Hubert,Hurkacz,true,2015,,POL,,,,1997-02-11,true,2,196,6'5",[Craig Boynton],[hard],5,8,2024-01-29,14576120,7,183,130,true,true,Quarterfinals,[2024],4th round,[2022],Semifinals,[2021],2nd round,[2018:2020:2021:2022:2023],Round robin,[2021:2023],2nd round,[2020],,,,,,,,
hc21,Seongchan,Hong,true,,,KOR,,,,1997-06-30,true,2,175,5'9",,[hard],10,184,2023-05-08,262674,0,3,17,false,true,,,,,,,,,,,,,,,,,,,,
hd68,Billy,Harris,true,,,GBR,,,,1995-01-25,true,2,193,6'4",[Joserra Blasco],[hard],5,181,2024-03-04,266125,0,1,1,false,true,,,,,,,,,,,,,,,,,,,,
hg86,Lloyd,Harris,true,2015,,RSA,,,,1997-02-24,true,2,193,6'4",[Anthony Harris],[hard],3,31,2021-09-13,3892573,0,76,82,true,true,3rd round,[2021],2nd round,[2019:2020:2021],2nd round,[2021],Quarterfinals,[2021],,,,,,,,,,,,
hh06,Marc-Andrea,Huesler,true,2016,,SUI,,,,1996-06-24,false,2,196,6'5",[Thiemo Scharfenberger:Juerg Huesler],[hard],8,47,2023-02-13,1618417,1,29,47,false,true,1st round,[2023],1st round,[2023],1st round,[2022:2023],1st round,[2022:2023],,,,,,,,,,,,
hh26,Ugo,Humbert,true,2016,,FRA,,,,1998-06-26,false,2,188,6'2",[Jeremy Chardy],[hard],5,14,2024-03-04,5972597,6,118,105,true,true,3rd round,[2023:2024],2nd round,[2023],4th round,[2019],2nd round,[2018:2020],,,Quarterfinals,[2020],,,,,,,,
i016,Clay,Iles,false,1961,1975,GBR,,,,1942-12-07,true,,,,,,,,,0,0,2,3,false,false,,,,,2nd round,[1966:1968],,,,,,,,,,,,,,
i020,Zlatko,Ivancic,false,1968,1980,YUG,,,,,true,,,,,,,662,1979-12-26,0,0,1,14,false,false,,,,,,,,,,,,,,,,,,,,
i034,Goran,Ivanisevic,false,1988,2004,CRO,1993,YUG,1988,1971-09-13,false,2,193,6'4",[Mario Tudor],,,2,1994-07-04,19878007,22,599,333,false,true,Quarterfinals,[1989:1994:1997],Quarterfinals,[1990:1992:1994],Win,[2001],Semifinals,[1996],Semifinals,[1992:1993:1996],Semifinals,[1992],,,Win,[2005],Win,[1995],Win,[1996]
i306,Cem,Ilkel,true,2013,,TUR,,,,1995-08-21,true,2,185,6'1",[Gavin Hopper],[hard],7,144,2021-11-29,735096,0,11,31,false,true,,,,,,,1st round,[2021],,,,,,,,,,,,
i165,Denis,Istomin,false,2004,2024,UZB,,,,1986-09-07,true,2,185,6'1",[Klaudiya Istomina],[hard],5,33,2012-08-13,6333814,2,230,267,true,true,4th round,[2017],2nd round,[2009:2010:2012:2013:2014:2017],4th round,[2012],4th round,[2013],,,3rd round,[2012],,,,,,,,
i186,John,Isner,false,2007,2023,USA,,,,1985-04-26,true,2,208,6'10",[Philip Farmer],[hard],9,8,2018-07-16,22430808,16,489,317,true,true,4th round,[2010:2016],4th round,[2014:2016:2018],Semifinals,[2018],Quarterfinals,[2011:2018],Round robin,[2018],Quarterfinals,[2012],,,,,Semifinals,[2012:2018],Win,[2011]
i230,Tatsuma,Ito,true,2006,,JPN,,,,1988-05-18,true,2,180,5'11",[Alexander Waske],,9,60,2012-10-22,1792085,0,36,66,true,true,2nd round,[2012:2013:2020],1st round,[2012:2015],1st round,[2012:2014],2nd round,[2014],,,1st round,[2012],,,,,,,,
i305,Ilya,Ivashka,true,2013,,BLR,,,,1994-02-24,true,2,193,6'4",[Jose Checa-Calvo],[hard],5,40,2022-06-20,3337293,1,89,89,true,true,2nd round,[2019],2nd round,[2022],4th round,[2021],4th round,[2022],,,3rd round,[2020],,,,,,,,
j031,Francois,Jauffret,false,1961,1980,FRA,,,,1942-02-09,true,1,180,5'11",,,,20,1974-11-06,0,2,214,136,false,false,,,Semifinals,[1966:1974],4th round,[1972],4th round,[1975],,,,,,,,,,,,
j033,Boro,Jovanovic,false,1959,1974,YUG,,,,1939-10-21,true,,175,5'9",,,,62,1973-10-15,0,0,67,87,false,false,2nd round,[1962],Quarterfinals,[1968],2nd round,[1959:1960:1963],1st round,[1962:1965],,,,,,,,,Final,[1962],,
j066,Pierre,Joly,false,1968,1974,FRA,,,,1946-02-11,true,,,,,,,244,1974-07-29,0,0,3,10,false,false,,,1st round,[1968:1970:1971:1973:1974],1st round,[1973],,,,,,,,,,,,,,
j071,Pierre,Jauffret,false,1961,1968,FRA,,,,,true,,,,,,,,,0,0,1,4,false,false,,,1st round,[1968],,,,,,,,,,,,,,,,
j129,Thomas,Johansson,false,1994,2009,SWE,,,,1975-03-24,true,2,180,5'11",,,5,7,2002-06-10,7168029,9,357,296,false,true,Win,[2002],2nd round,[1996:2000:2002:2005],Semifinals,[2005],Quarterfinals,[1998:2000],Round robin,[2002],2nd round,[2008],,,,,Win,[1998],,
j267,Malek,Jaziri,false,2003,2023,TUN,,,,1984-01-20,true,2,185,6'1",[Dejan Petrovic],[hard],5,42,2019-01-07,4050966,0,104,145,true,true,3rd round,[2015:2017],2nd round,[2012:2016:2018],2nd round,[2012],2nd round,[2011:2017],,,2nd round,[2012],,,,,,,,
j386,Steve,Johnson,false,2012,2024,USA,,,,1989-12-24,true,2,188,6'2",[Peter Smith:Marc Lucero],[hard],2,21,2016-07-25,8065568,4,197,204,true,true,3rd round,[2015:2016],3rd round,[2015:2017:2018:2021],4th round,[2016],3rd round,[2012],,,Quarterfinals,[2016],,,,,Semifinals,[2018],,
j397,Jerzy,Janowicz,false,2007,2022,POL,,,,1990-11-13,true,2,203,6'8",,[hard],5,14,2013-08-12,3769423,0,102,95,true,true,3rd round,[2013:2014:2015],3rd round,[2013:2014],Semifinals,[2013],2nd round,[2014],,,,,,,,,,,Win,[2015]
j551,Nicolas,Jarry,true,2014,,CHI,,,,1995-10-11,true,2,198,6'6",[Juan Ozon-Llacer:Cesar Fabregas],[clay],6,18,2024-01-08,4757043,3,103,94,true,true,2nd round,[2023],4th round,[2023],3rd round,[2023],3rd round,[2023],,,,,,,,,,,,
k024,Ramesh,Krishnan,false,1978,1993,IND,,,,1961-06-05,true,1,170,5'7",,,,23,1985-01-28,1262330,8,319,285,false,true,3rd round,[1983:1984:1987:1988:1989],3rd round,[1982],Quarterfinals,[1986],Quarterfinals,[1981:1987],,,,,,,,,Final,[1987],,
k036,Thomaz,Koch,false,1961,1985,BRA,,,,1945-05-11,false,1,,,,,,24,1974-12-20,2532,6,228,165,false,true,,,Quarterfinals,[1968],Quarterfinals,[1967],Quarterfinals,[1963],,,,,,,,,,,,
k045,Nicholas,Kalogeropoulos,false,1960,1978,GRE,,,,1956-02-18,true,,,,,,,108,1973-09-26,0,0,60,78,false,false,,,3rd round,[1965:1967],4th round,[1964],,,,,,,,,,,,,,
k047,Ray,Keldie,false,1965,1975,AUS,,,,1946-01-17,true,,,,,,,,,0,0,70,102,false,false,3rd round,[1968],1st round,[1968:1970:1974],3rd round,[1973],3rd round,[1966:1967],,,,,,,,,,,,
k049,Jan,Kodes,false,1966,1983,TCH,,,,1946-03-01,true,1,175,5'9",,,,5,1973-09-13,693197,10,506,285,false,true,,,Win,[1970:1971],Win,[1973],Final,[1971:1973],Round robin,[1970:1971:1972:1973],,,Semifinals,[1974],,,,,,
k099,Jan,Kukal,false,1968,1978,TCH,,,,1942-09-13,true,,,,,,,115,1973-08-23,0,0,58,79,false,false,2nd round,[1970:1976],3rd round,[1969],2nd round,[1969:1970:1972],2nd round,[1972],,,,,,,,,,,,
k09f,Pavel,Kotov,true,2016,,RUS,,,,1998-11-18,true,2,191,6'3",[Liliya Kotova:Mikhail Bril],,,61,2024-01-29,1161854,0,22,27,false,true,2nd round,[2024],1st round,[2022],,,1st round,[2022:2023],,,,,,,,,,,,
k0ah,Sebastian,Korda,true,2018,,USA,,,,2000-07-05,true,2,196,6'5",[Radek Stepanek:Martin Stepanek],[clay],10,23,2023-10-16,4735485,1,103,67,true,true,Quarterfinals,[2023],4th round,[2020],4th round,2021,2nd round,2022,,,,,,,,,Quarterfinals,[2022],,
k0az,Aleksandar,Kovacevic,true,2021,,USA,,,,1998-08-29,true,1,183,6'0",[Dante Bottini],,,85,2024-01-29,855892,0,10,17,true,true,2nd round,[2024],1st round,[2023],,,,,,,,,,,,,,,,
k102,Rauty,Krog,false,1968,1975,RSA,,,,1945-02-09,true,,,,,,,238,1975-12-15,0,0,23,36,false,false,,,,,,,,,,,,,,,,,,,,
k103,Ramanathan,Krishnan,false,1953,1975,IND,,,,1937-04-11,true,1,,,,,,,,0,1,27,12,false,false,,,Quarterfinals,[1962],Semifinals,[1960:1961],3rd round,[1957:1959],,,,,,,,,Final,[1956:1959:1962:1963:1966:1968],,
k143,Viktor,Kazakevitch,false,1968,1969,URS,,,,,true,,,,,,,,,0,0,0,1,false,false,,,1st round,[1968],,,,,,,,,,,,,,,,
k144,Ferenc,Komaromi,false,1964,1968,HUN,,,,,true,,,,,,,,,0,0,1,3,false,false,,,1st round,[1968],,,,,,,,,,,,,,,,
k214,Richard,Krajicek,false,1989,2003,NED,,,,1971-12-06,true,1,196,6'5",,,4,4,1999-03-29,10077425,17,411,219,false,true,Semifinals,[1992],Semifinals,[1993],Win,[1996],Quarterfinals,[1997:1999:2000],Semifinals,[1996],,,,,Quarterfinals,[1992:1996],Quarterfinals,[1993:1994:1995],,
k435,Philipp,Kohlschreiber,false,2001,2022,GER,,,,1983-10-16,true,1,178,5'10",[Markus Hipfl],[clay:hard],4,16,2012-07-30,13749731,8,478,387,true,true,4th round,[2005:2008:2012],4th round,[2009:2013],Quarterfinals,[2012],4th round,[2012:2013:2014:2017:2018],,,2nd round,[2016],,,,,Semifinals,[2007],,
k403,Igor,Kunitsyn,false,1999,2013,RUS,,,,1981-09-30,true,2,180,5'11",[Allen Fox],[hard],7,35,2009-07-06,2861069,1,89,152,false,true,2nd round,[2010:2011],1st round,[2007:2009:2010:2011:2012],2nd round,[2006:2009:2011],3rd round,[2011],,,,,,,,,Semifinals,[2008],,
k417,Young-Jun,Kim,false,,,KOR,,,,1980-02-23,true,,,,,,,255,2010-07-05,70359,0,6,3,false,false,,,,,,,,,,,,,,,,,,,,
k540,Lukasz,Kubot,true,2002,,POL,,,,1982-05-16,true,2,191,6'3",[Jan Stoces],[clay],9,41,2010-04-12,8728383,0,97,130,true,true,4th round,[2010],3rd round,[2011:2012],Quarterfinals,[2013],3rd round,[2006],,,1st round,[2012],,,,,,,,
k771,Marsel,Ilhan,true,2006,,TUR,,,,1987-06-11,true,2,191,6'3",[Erhan Oral],,6,77,2015-03-02,1398692,0,33,59,true,true,2nd round,[2010],2nd round,[2011],2nd round,[2010:2015],2nd round,[2009:2011:2015],,,,,,,,,,,,
k834,Blaz,Kavcic,false,2005,2022,SLO,,,,1987-03-05,true,2,188,6'2",,[clay],4,68,2012-08-06,2017728,0,57,89,false,true,3rd round,[2013],2nd round,[2010:2011:2012:2013],2nd round,[2015],3rd round,[2014],,,2nd round,[2012],,,,,,,,
k839,Tobias,Kamke,false,2004,2022,GER,,,,1986-05-21,true,2,178,5'10",[Ralph Grambow:Julian Reister],[hard],5,64,2011-01-31,2576019,0,63,103,false,true,2nd round,[2012:2013],2nd round,[2010:2011:2013:2014],3rd round,[2010],2nd round,[2013],,,,,,,,,Quarterfinals,[2014],,
k926,Mikhail,Kukushkin,true,2006,,KAZ,2009,RUS,,1987-12-26,true,2,183,6'0",,[hard],6,39,2019-02-25,6972099,1,173,234,true,true,4th round,[2012],2nd round,[2011:2012:2014:2017:2020],4th round,[2019],3rd round,[2013:2015:2017:2018:2020],,,,,,,,,Quarterfinals,[2011:2013:2014:2021],,
k964,Brydan,Klein,true,2007,,GBR,2013,AUS,,1989-12-31,true,2,188,6'2",,[hard:grass],6,169,2015-09-28,708106,0,3,11,false,true,2nd round,[2009],,,1st round,[2015:2016:2017],,,,,,,,,,,,,,
k966,Martin,Klizan,true,2007,,SVK,,,,1989-07-11,false,2,191,6'3",[Martin Hromec],[hard],3,24,2015-04-27,5528619,6,149,153,true,true,3rd round,[2014],3rd round,[2014:2019],2nd round,[2012],4th round,[2012],,,1st round,[2012],,,,,,,,
ka98,Bradley,Klahn,false,2012,2023,USA,,,,1990-08-20,false,2,183,6'0",[David Nainkin],[hard],11,63,2014-03-17,1764256,0,13,43,true,true,1st round,[2014:2019],1st round,[2014:2019],2nd round,[2018],2nd round,[2012:2013:2019],,,,,,,,,,,,
kb05,Filip,Krajinovic,true,2008,,SRB,,,,1992-02-27,true,2,185,6'1",,[clay],5,26,2018-04-23,6143417,0,123,131,true,true,3rd round,[2019:2021],3rd round,[2019:2022],2nd round,[2022],3rd round,[2020],,,,,,,,,Semifinals,[2017],,
kb09,Denis,Kudla,true,2010,,USA,,,,1992-08-17,true,2,180,5'11",[Robert Lindstedt],[hard],7,53,2016-05-23,4574775,0,72,131,true,true,2nd round,[2016:2018:2019:2023],1st round,[2013:2016:2018:2019:2022],4th round,[2015],3rd round,[2019],,,1st round,[2016],,,,,,,,
kb54,Andrey,Kuznetsov,true,2008,,RUS,,,,1991-02-22,true,2,183,6'0",[Burghard Riehemann],,,39,2016-04-25,3053325,0,78,101,false,true,4th round,[2016],3rd round,[2015],3rd round,[2014:2016],3rd round,[2014:2016],,,1st round,[2016],,,,,,,,
kb92,Kevin,Krawietz,true,2010,,GER,,,,1992-01-24,true,2,188,6'2",[Lukas Wolff],[grass],5,211,2018-12-17,2949955,0,1,5,true,true,,,,,,,,,,,,,,,,,Semifinals,[2021],,
kb95,Jason,Kubler,true,2011,,AUS,,,,1993-05-19,true,2,178,5'10",[Jarrad Bunt:Stephen Huss],[clay],5,63,2023-04-24,2458833,0,28,34,true,true,2nd round,[2023],2nd round,[2022:2023],4th round,[2022],2nd round,[2018:2022],,,,,,,,,,,,
kc04,Jozef,Kovalik,true,2010,,SVK,,,,1992-11-04,true,2,183,6'0",[Boris Borgula],[clay],6,80,2018-10-22,1797958,0,26,49,true,true,1st round,[2016:2020],1st round,[2017:2018:2019],1st round,[2019],1st round,[2016:2019:2020],,,,,,,,,,,,
kc33,Dimitar,Kuzmanov,true,2009,,BUL,,,,1993-07-28,true,2,183,6'0",[Stefan Rangelov],[clay],6,159,2022-08-29,788550,0,21,20,true,true,,,,,,,,,,,,,,,,,,,,
kc41,Wesley,Koolhof,true,2008,,NED,,,,1989-04-17,true,2,180,5'11",[Rob Morgan:Mariusz Fyrstenberg],[clay],4,462,2013-08-05,4422105,0,0,0,true,true,,,,,,,,,,,,,,,,,,,,
kc56,Aslan,Karatsev,true,2011,,RUS,,,,1993-09-04,true,2,185,6'1",,[hard],5,14,2022-02-07,4872201,3,76,79,true,true,Semifinals,[2021],2nd round,[2021:2023],2nd round,[2023],3rd round,[2021:2023],,,,,,,,,Win,[2021],,
kd46,Thanasi,Kokkinakis,true,2013,,AUS,,,,1996-04-10,true,2,193,6'4",[Todd Langman:Todd Ley],[hard],7,65,2023-11-06,3806435,1,66,86,true,true,2nd round,[2014:2015:2021:2023:2024],3rd round,[2015:2023],2nd round,[2022],2nd round,[2019],,,1st round,[2016],,,,,Final,[2022],Round robin,[2018]
